Date,Table,AS_valid_term_number,AS_invalid_term_number,CT_valid_term_number,CT_invalid_term_number
20220525,Pancreas,27,4,26,8
20220525,Peripheral_nervous_system,32,749,1,0
20220525,Placenta,0,0,0,0
20220525,Prostate,4,0,5,7
20220525,Skin,15,0,33,3
20220525,Small_intestine,21,21,3,46
20220525,Spinal_Cord,6,1,3,11
20220525,Spleen,24,14,40,19
20220525,Thymus,17,0,41,12
20220525,Ureter,10,1,3,11
20220525,Urinary_bladder,16,0,4,11
20220525,Uterus,22,36,0,18
20220531,Blood,1,0,26,4
20220531,Blood_vasculature,377,541,10,0
20220531,Bone-Marrow,1,0,37,11
20220531,Brain,116,61,0,127
20220531,Eye,24,2,30,23
20220531,Fallopian_tube,9,63,0,18
20220531,Heart,27,24,18,5
20220531,Kidney,51,7,62,5
20220531,Knee,24,8,13,12
20220531,Large_intestine,54,0,54,3
20220531,Liver,8,9,25,5
20220531,Lung,63,12,59,16
20220531,Lymph_node,29,5,33,12
20220531,Lymph_vasculature,13,18,1,0
20220531,Ovary,22,47,2,14
20220531,Pancreas,27,4,26,8
20220531,Peripheral_nervous_system,32,749,1,0
20220531,Placenta,0,0,0,0
20220531,Prostate,4,0,5,7
20220531,Skin,15,0,33,3
20220531,Small_intestine,21,21,3,46
20220531,Spinal_Cord,6,1,3,11
20220531,Spleen,24,14,40,19
20220531,Thymus,17,0,41,12
20220531,Ureter,10,1,3,11
20220531,Urinary_bladder,16,0,4,11
20220531,Uterus,22,36,0,18
20220606,Blood,1,0,26,4
20220606,Blood_vasculature,377,541,10,0
20220606,Bone-Marrow,1,0,37,11
20220606,Brain,116,61,0,127
20220606,Eye,24,2,30,23
20220606,Fallopian_tube,9,63,0,18
20220606,Heart,27,24,18,5
20220606,Kidney,51,7,62,5
20220606,Knee,24,8,13,12
20220606,Large_intestine,54,0,54,3
20220606,Liver,14,3,25,6
20220606,Lung,63,12,59,16
20220606,Lymph_node,33,1,45,0
20220606,Lymph_vasculature,13,18,1,0
20220606,Ovary,22,47,2,14
20220606,Pancreas,27,4,26,8
20220606,Peripheral_nervous_system,32,749,1,0
20220606,Placenta,17,8,16,6
20220606,Prostate,4,0,7,5
20220606,Skin,15,0,33,3
20220606,Small_intestine,21,21,3,46
20220606,Spinal_Cord,6,1,3,11
20220606,Spleen,24,14,40,19
20220606,Thymus,17,0,51,0
20220606,Ureter,10,1,3,11
20220606,Urinary_bladder,16,0,4,11
20220606,Uterus,22,36,0,18
20220613,Blood,1,0,26,4
20220613,Blood_vasculature,377,541,10,0
20220613,Bone-Marrow,1,0,37,11
20220613,Brain,116,61,0,127
20220613,Eye,24,2,30,23
20220613,Fallopian_tube,9,63,0,18
20220613,Heart,27,24,18,5
20220613,Kidney,51,7,62,5
20220613,Knee,24,8,13,12
20220613,Large_intestine,54,0,54,3
20220613,Liver,14,3,25,6
20220613,Lung,63,12,59,16
20220613,Lymph_node,33,1,45,0
20220613,Lymph_vasculature,13,18,1,0
20220613,Ovary,22,47,2,14
20220613,Pancreas,27,4,26,8
20220613,Peripheral_nervous_system,32,749,1,0
20220613,Placenta,17,8,16,6
20220613,Prostate,4,0,7,5
20220613,Skin,15,0,33,3
20220613,Small_intestine,21,21,3,46
20220613,Spinal_Cord,6,1,3,11
20220613,Spleen,24,14,40,19
20220613,Thymus,17,0,51,0
20220613,Ureter,10,1,3,11
20220613,Urinary_bladder,16,0,4,11
20220613,Uterus,22,36,0,18
20220620,Blood,1,0,26,4
20220620,Blood_vasculature,376,541,10,0
20220620,Bone-Marrow,1,0,37,11
20220620,Brain,116,61,0,127
20220620,Eye,24,2,30,23
20220620,Fallopian_tube,9,63,0,18
20220620,Heart,27,24,18,5
20220620,Kidney,51,7,62,5
20220620,Knee,24,7,13,11
20220620,Large_intestine,54,0,54,3
20220620,Liver,14,3,25,6
20220620,Lung,60,12,62,16
20220620,Lymph_node,33,1,45,0
20220620,Lymph_vasculature,13,18,1,0
20220620,Ovary,22,47,2,14
20220620,Pancreas,27,4,26,8
20220620,Peripheral_nervous_system,32,749,1,0
20220620,Placenta,17,8,16,6
20220620,Prostate,4,0,7,5
20220620,Skin,15,0,33,3
20220620,Small_intestine,21,21,3,46
20220620,Spinal_Cord,6,1,3,11
20220620,Spleen,24,14,40,19
20220620,Thymus,18,0,50,0
20220620,Ureter,10,1,3,11
20220620,Urinary_bladder,16,0,4,11
20220620,Uterus,22,36,0,18
20220627,Blood,1,0,26,4
20220627,Blood_vasculature,376,541,10,0
20220627,Bone-Marrow,1,0,37,11
20220627,Brain,116,61,0,127
20220627,Eye,24,2,30,23
20220627,Fallopian_tube,9,63,0,18
20220627,Heart,27,24,18,5
20220627,Kidney,51,7,62,5
20220627,Knee,24,7,13,11
20220627,Large_intestine,54,0,54,3
20220627,Liver,14,3,25,6
20220627,Lung,60,12,62,16
20220627,Lymph_node,33,1,45,0
20220627,Lymph_vasculature,13,18,1,0
20220627,Ovary,22,47,2,14
20220627,Pancreas,27,4,25,8
20220627,Peripheral_nervous_system,32,749,1,0
20220627,Placenta,17,8,16,6
20220627,Prostate,4,0,7,5
20220627,Skin,15,0,33,3
20220627,Small_intestine,21,21,3,46
20220627,Spinal_Cord,6,1,3,11
20220627,Spleen,24,14,40,19
20220627,Thymus,18,0,50,0
20220627,Ureter,10,1,3,11
20220627,Urinary_bladder,16,0,4,11
20220627,Uterus,22,36,0,18
20220704,Blood,1,0,26,4
20220704,Blood_vasculature,376,541,10,0
20220704,Bone-Marrow,1,0,37,11
20220704,Brain,116,61,0,127
20220704,Eye,24,2,30,23
20220704,Fallopian_tube,9,63,0,18
20220704,Heart,27,24,18,5
20220704,Kidney,51,7,62,5
20220704,Knee,24,7,13,11
20220704,Large_intestine,54,0,54,3
20220704,Liver,14,3,25,6
20220704,Lung,60,12,62,16
20220704,Lymph_node,33,1,45,0
20220704,Lymph_vasculature,13,18,1,0
20220704,Ovary,22,47,2,14
20220704,Pancreas,27,4,25,8
20220704,Peripheral_nervous_system,32,749,1,0
20220704,Placenta,17,8,16,6
20220704,Prostate,4,0,7,5
20220704,Skin,15,0,33,3
20220704,Small_intestine,21,21,3,46
20220704,Spinal_Cord,6,1,3,11
20220704,Spleen,24,14,40,19
20220704,Thymus,18,0,50,0
20220704,Ureter,10,1,3,11
20220704,Urinary_bladder,16,0,4,11
20220704,Uterus,22,36,0,18
20220711,Blood,1,0,26,4
20220711,Blood_vasculature,376,541,10,0
20220711,Bone-Marrow,1,0,37,11
20220711,Brain,116,61,0,127
20220711,Eye,24,2,30,23
20220711,Fallopian_tube,9,63,0,18
20220711,Heart,27,24,18,5
20220711,Kidney,51,7,62,5
20220711,Knee,24,7,13,11
20220711,Large_intestine,54,0,54,3
20220711,Liver,14,3,25,6
20220711,Lung,60,12,62,16
20220711,Lymph_node,33,1,45,0
20220711,Lymph_vasculature,13,18,1,0
20220711,Ovary,22,47,2,14
20220711,Pancreas,27,4,25,8
20220711,Peripheral_nervous_system,32,749,1,0
20220711,Placenta,17,8,16,6
20220711,Prostate,4,0,7,5
20220711,Skin,15,0,33,3
20220711,Small_intestine,21,21,3,46
20220711,Spinal_Cord,6,1,3,11
20220711,Spleen,24,14,40,19
20220711,Thymus,18,0,50,0
20220711,Ureter,10,1,3,11
20220711,Urinary_bladder,16,0,4,11
20220711,Uterus,22,36,0,18
20220718,Blood,1,0,26,4
20220718,Blood_vasculature,377,541,10,0
20220718,Bone-Marrow,1,0,37,11
20220718,Brain,116,61,0,127
20220718,Eye,24,2,30,23
20220718,Fallopian_tube,9,63,0,18
20220718,Heart,27,24,18,5
20220718,Kidney,51,7,62,5
20220718,Knee,24,7,13,11
20220718,Large_intestine,54,0,54,3
20220718,Liver,14,3,25,6
20220718,Lung,60,12,62,16
20220718,Lymph_node,33,1,45,0
20220718,Lymph_vasculature,13,18,1,0
20220718,Ovary,22,47,2,14
20220718,Pancreas,27,4,25,8
20220718,Peripheral_nervous_system,32,749,1,0
20220718,Placenta,17,8,16,6
20220718,Prostate,4,0,7,5
20220718,Skin,15,0,33,3
20220718,Small_intestine,21,21,3,46
20220718,Spinal_Cord,6,1,3,11
20220718,Spleen,24,14,40,19
20220718,Thymus,18,0,50,0
20220718,Ureter,10,1,3,11
20220718,Urinary_bladder,16,0,4,11
20220718,Uterus,22,36,0,18
20220811,Blood,1,0,26,4
20220811,Blood_vasculature,377,541,10,0
20220811,Bone-Marrow,1,0,37,11
20220811,Brain,116,61,0,127
20220811,Eye,24,2,30,23
20220811,Fallopian_tube,9,63,0,18
20220811,Heart,27,24,18,5
20220811,Kidney,51,7,62,5
20220811,Knee,24,7,13,11
20220811,Large_intestine,54,0,54,3
20220811,Liver,14,3,25,6
20220811,Lung,60,12,62,16
20220811,Lymph_node,33,1,45,0
20220811,Lymph_vasculature,13,18,1,0
20220811,Ovary,22,47,2,14
20220811,Pancreas,27,4,25,8
20220811,Peripheral_nervous_system,32,749,1,0
20220811,Placenta,17,8,16,6
20220811,Prostate,4,0,7,5
20220811,Skin,15,0,33,3
20220811,Small_intestine,21,21,3,46
20220811,Spinal_Cord,6,1,3,11
20220811,Spleen,24,14,40,19
20220811,Thymus,18,0,50,0
20220811,Ureter,10,1,3,11
20220811,Urinary_bladder,16,0,4,11
20220811,Uterus,22,36,0,18
20220815,Blood,1,0,26,4
20220815,Blood,1,0,26,4
20220815,Blood_vasculature,377,541,10,0
20220815,Blood_vasculature,377,541,10,0
20220815,Bone-Marrow,1,0,37,11
20220815,Bone-Marrow,1,0,37,11
20220815,Brain,116,61,0,127
20220815,Brain,116,61,0,127
20220815,Eye,24,2,30,23
20220815,Eye,24,2,30,23
20220815,Fallopian_tube,9,63,0,18
20220815,Fallopian_tube,9,63,0,18
20220815,Heart,27,24,18,5
20220815,Heart,27,24,18,5
20220815,Kidney,51,7,62,5
20220815,Kidney,51,7,62,5
20220815,Knee,24,7,13,11
20220815,Knee,24,7,13,11
20220815,Large_intestine,54,0,54,3
20220815,Large_intestine,54,0,54,3
20220815,Liver,14,3,25,6
20220815,Liver,14,3,25,6
20220815,Lung,60,12,62,16
20220815,Lung,60,12,62,16
20220815,Lymph_node,33,1,45,0
20220815,Lymph_node,33,1,45,0
20220815,Lymph_vasculature,13,18,1,0
20220815,Lymph_vasculature,13,18,1,0
20220815,Ovary,22,47,2,14
20220815,Ovary,22,47,2,14
20220815,Pancreas,27,4,25,8
20220815,Pancreas,27,4,25,8
20220815,Peripheral_nervous_system,32,749,1,0
20220815,Peripheral_nervous_system,32,749,1,0
20220815,Placenta,17,8,16,6
20220815,Placenta,17,8,16,6
20220815,Prostate,4,0,7,5
20220815,Prostate,4,0,7,5
20220815,Skin,15,0,33,3
20220815,Skin,15,0,33,3
20220815,Small_intestine,21,21,3,46
20220815,Small_intestine,21,21,3,46
20220815,Spinal_Cord,6,1,3,11
20220815,Spinal_Cord,6,1,3,11
20220815,Spleen,24,14,40,19
20220815,Spleen,24,14,40,19
20220815,Thymus,18,0,50,0
20220815,Thymus,18,0,50,0
20220815,Ureter,10,1,3,11
20220815,Ureter,10,1,3,11
20220815,Urinary_bladder,16,0,4,11
20220815,Urinary_bladder,16,0,4,11
20220815,Uterus,22,36,0,18
20220815,Uterus,22,36,0,18
20220822,Blood,1,0,26,4
20220822,Blood_vasculature,377,541,10,0
20220822,Bone-Marrow,1,0,37,11
20220822,Brain,116,61,127,0
20220822,Eye,24,2,30,23
20220822,Fallopian_tube,9,63,0,18
20220822,Heart,27,24,18,5
20220822,Kidney,51,7,62,5
20220822,Knee,24,7,13,11
20220822,Large_intestine,54,0,54,3
20220822,Liver,14,3,25,6
20220822,Lung,60,12,62,16
20220822,Lymph_node,33,1,45,0
20220822,Lymph_vasculature,13,18,1,0
20220822,Ovary,22,47,2,14
20220822,Pancreas,27,4,25,8
20220822,Peripheral_nervous_system,32,749,1,0
20220822,Placenta,17,8,16,6
20220822,Prostate,4,0,7,5
20220822,Skin,15,0,33,3
20220822,Small_intestine,21,21,3,46
20220822,Spinal_Cord,6,1,3,11
20220822,Spleen,24,14,40,19
20220822,Thymus,18,0,50,0
20220822,Ureter,10,1,3,11
20220822,Urinary_bladder,16,0,4,11
20220822,Uterus,22,36,0,18
20220829,Blood,1,0,26,4
20220829,Blood_vasculature,377,541,10,0
20220829,Bone-Marrow,1,0,37,11
20220829,Brain,116,61,127,0
20220829,Eye,24,2,30,23
20220829,Fallopian_tube,9,63,0,18
20220829,Heart,27,24,18,5
20220829,Kidney,51,7,62,5
20220829,Knee,24,7,13,11
20220829,Large_intestine,54,0,54,3
20220829,Liver,14,3,25,6
20220829,Lung,60,12,62,16
20220829,Lymph_node,33,1,45,0
20220829,Lymph_vasculature,13,18,1,0
20220829,Ovary,22,47,2,14
20220829,Pancreas,27,4,25,8
20220829,Peripheral_nervous_system,32,749,1,0
20220829,Placenta,17,8,16,6
20220829,Prostate,4,0,7,5
20220829,Skin,15,0,33,3
20220829,Small_intestine,21,21,3,46
20220829,Spinal_Cord,6,1,3,11
20220829,Spleen,24,14,40,19
20220829,Thymus,18,0,50,0
20220829,Ureter,10,1,3,11
20220829,Urinary_bladder,16,0,4,11
20220829,Uterus,22,36,0,18
20220905,Blood,1,0,26,4
20220905,Blood_vasculature,377,541,10,0
20220905,Bone-Marrow,1,0,37,11
20220905,Brain,116,61,127,0
20220905,Eye,24,2,30,23
20220905,Fallopian_tube,9,63,0,18
20220905,Heart,27,24,18,5
20220905,Kidney,51,7,62,5
20220905,Knee,24,7,13,11
20220905,Large_intestine,54,0,54,3
20220905,Liver,14,3,25,6
20220905,Lung,60,12,62,16
20220905,Lymph_node,33,1,45,0
20220905,Lymph_vasculature,13,18,1,0
20220905,Ovary,22,47,2,14
20220905,Pancreas,27,4,25,8
20220905,Peripheral_nervous_system,32,749,1,0
20220905,Placenta,17,8,16,6
20220905,Prostate,4,0,7,5
20220905,Skin,15,0,33,3
20220905,Small_intestine,21,21,3,46
20220905,Spinal_Cord,6,1,3,11
20220905,Spleen,24,14,40,19
20220905,Thymus,18,0,50,0
20220905,Ureter,10,1,3,11
20220905,Urinary_bladder,16,0,4,11
20220905,Uterus,22,36,0,18
20220912,Blood,1,0,26,4
20220912,Blood_vasculature,377,541,10,0
20220912,Bone-Marrow,1,0,37,11
20220912,Brain,116,61,127,0
20220912,Eye,24,2,30,23
20220912,Fallopian_tube,9,63,0,18
20220912,Heart,27,24,18,5
20220912,Kidney,51,7,62,5
20220912,Knee,24,7,13,11
20220912,Large_intestine,54,0,54,3
20220912,Liver,14,3,25,6
20220912,Lung,60,12,62,16
20220912,Lymph_node,33,1,45,0
20220912,Lymph_vasculature,13,18,1,0
20220912,Ovary,22,47,2,14
20220912,Pancreas,27,4,25,8
20220912,Peripheral_nervous_system,32,749,1,0
20220912,Placenta,17,8,16,6
20220912,Prostate,4,0,7,5
20220912,Skin,15,0,33,3
20220912,Small_intestine,21,21,3,46
20220912,Spinal_Cord,6,1,3,11
20220912,Spleen,24,14,40,19
20220912,Thymus,18,0,50,0
20220912,Ureter,10,1,3,11
20220912,Urinary_bladder,16,0,4,11
20220912,Uterus,22,36,0,18
20220920,Blood,1,0,26,4
20220920,Blood_vasculature,377,541,10,0
20220920,Bone-Marrow,1,0,37,11
20220920,Brain,116,61,127,0
20220920,Eye,24,2,30,23
20220920,Fallopian_tube,9,63,0,18
20220920,Heart,27,24,18,5
20220920,Kidney,51,7,62,5
20220920,Knee,24,7,13,11
20220920,Large_intestine,54,0,54,3
20220920,Liver,14,3,25,6
20220920,Lung,60,12,62,16
20220920,Lymph_node,33,1,45,0
20220920,Lymph_vasculature,13,18,1,0
20220920,Ovary,22,47,2,14
20220920,Pancreas,27,4,25,8
20220920,Peripheral_nervous_system,32,749,1,0
20220920,Placenta,17,8,16,6
20220920,Prostate,4,0,7,5
20220920,Skin,15,0,33,3
20220920,Small_intestine,21,21,3,46
20220920,Spinal_Cord,6,1,3,11
20220920,Spleen,24,14,40,19
20220920,Thymus,18,0,50,0
20220920,Ureter,10,1,3,11
20220920,Urinary_bladder,16,0,4,11
20220920,Uterus,22,36,0,18
20220927,Blood,1,0,26,4
20220927,Blood_vasculature,377,541,10,0
20220927,Bone-Marrow,1,0,37,11
20220927,Brain,116,61,127,0
20220927,Eye,24,2,30,23
20220927,Fallopian_tube,9,63,0,18
20220927,Heart,27,24,18,5
20220927,Kidney,57,6,62,5
20220927,Knee,24,7,13,11
20220927,Large_intestine,54,0,54,3
20220927,Liver,14,3,25,6
20220927,Lung,60,12,62,16
20220927,Lymph_node,33,1,45,0
20220927,Lymph_vasculature,13,18,1,0
20220927,Ovary,22,47,2,14
20220927,Pancreas,27,4,26,8
20220927,Peripheral_nervous_system,32,749,1,0
20220927,Placenta,17,8,16,6
20220927,Prostate,4,0,7,5
20220927,Skin,15,0,33,3
20220927,Small_intestine,21,21,3,46
20220927,Spleen,24,14,40,19
20220927,Thymus,18,0,50,0
20220927,Ureter,10,1,3,11
20220927,Urinary_bladder,16,0,4,11
20220927,Uterus,22,36,0,18
20221003,Blood,1,0,26,4
20221003,Blood_vasculature,370,619,10,0
20221003,Bone-Marrow,1,0,37,11
20221003,Brain,116,61,127,0
20221003,Eye,24,2,30,23
20221003,Fallopian_tube,9,63,0,18
20221003,Heart,27,24,19,10
20221003,Kidney,57,6,62,5
20221003,Knee,24,7,13,11
20221003,Large_intestine,54,0,54,3
20221003,Liver,14,3,25,6
20221003,Lung,60,12,62,16
20221003,Lymph_node,33,1,45,0
20221003,Lymph_vasculature,14,24,1,0
20221003,Ovary,22,47,2,14
20221003,Pancreas,27,4,26,8
20221003,Peripheral_nervous_system,32,749,1,0
20221003,Placenta,17,8,16,6
20221003,Prostate,4,0,7,5
20221003,Skin,15,0,33,3
20221003,Small_intestine,21,21,3,46
20221003,Spleen,24,14,40,19
20221003,Thymus,18,0,50,0
20221003,Ureter,10,1,3,11
20221003,Urinary_bladder,16,0,4,11
20221003,Uterus,22,36,0,18
20221010,Blood,1,0,26,4
20221010,Blood_vasculature,370,619,10,0
20221010,Bone-Marrow,1,0,37,11
20221010,Brain,116,61,127,0
20221010,Eye,24,2,30,23
20221010,Fallopian_tube,9,63,0,18
20221010,Heart,27,24,22,12
20221010,Kidney,57,6,62,5
20221010,Knee,24,7,13,11
20221010,Large_intestine,54,0,54,3
20221010,Liver,14,3,25,6
20221010,Lung,60,12,62,16
20221010,Lymph_node,33,1,45,0
20221010,Lymph_vasculature,14,24,1,0
20221010,Ovary,23,45,5,11
20221010,Pancreas,27,4,26,8
20221010,Peripheral_nervous_system,32,749,1,0
20221010,Placenta,17,8,16,6
20221010,Prostate,4,0,7,5
20221010,Skin,15,0,33,3
20221010,Small_intestine,21,21,3,46
20221010,Spleen,24,14,40,19
20221010,Thymus,18,0,50,0
20221010,Ureter,10,1,3,11
20221010,Urinary_bladder,16,0,4,11
20221010,Uterus,22,36,0,18
20221017,Blood,1,0,26,4
20221017,Blood_vasculature,370,619,10,0
20221017,Bone-Marrow,1,0,37,11
20221017,Brain,116,61,127,0
20221017,Eye,24,2,31,22
20221017,Fallopian_tube,9,63,0,18
20221017,Heart,27,24,22,12
20221017,Kidney,57,6,62,5
20221017,Knee,24,7,13,11
20221017,Large_intestine,54,0,54,3
20221017,Liver,14,3,25,6
20221017,Lung,60,12,62,16
20221017,Lymph_node,33,1,45,0
20221017,Lymph_vasculature,14,24,1,0
20221017,Ovary,23,45,5,11
20221017,Pancreas,28,2,27,8
20221017,Peripheral_nervous_system,32,749,1,0
20221017,Placenta,17,8,16,6
20221017,Prostate,4,0,7,5
20221017,Skin,15,0,33,3
20221017,Small_intestine,21,21,3,46
20221017,Spleen,24,14,40,19
20221017,Thymus,18,0,50,0
20221017,Ureter,10,1,3,11
20221017,Urinary_bladder,16,0,4,11
20221017,Uterus,22,36,0,18
20221024,Blood,1,0,26,4
20221024,Blood_vasculature,370,619,10,0
20221024,Bone-Marrow,1,0,37,11
20221024,Brain,116,61,127,0
20221024,Eye,24,2,31,22
20221024,Fallopian_tube,9,63,0,18
20221024,Heart,27,24,22,12
20221024,Kidney,57,6,62,5
20221024,Knee,24,7,13,11
20221024,Large_intestine,54,0,54,3
20221024,Liver,14,3,25,6
20221024,Lung,60,12,62,16
20221024,Lymph_node,33,1,45,0
20221024,Lymph_vasculature,14,24,1,0
20221024,Ovary,23,45,5,11
20221024,Pancreas,28,2,27,8
20221024,Peripheral_nervous_system,32,749,1,0
20221024,Placenta,17,8,16,6
20221024,Prostate,4,0,7,5
20221024,Skin,15,0,33,3
20221024,Small_intestine,21,21,3,46
20221024,Spleen,24,14,40,19
20221024,Thymus,18,0,50,0
20221024,Ureter,10,1,3,11
20221024,Urinary_bladder,16,0,4,11
20221024,Uterus,22,36,0,18
20221107,Blood,1,0,26,4
20221107,Blood_vasculature,370,622,10,0
20221107,Bone-Marrow,1,0,37,11
20221107,Brain,116,61,127,0
20221107,Eye,24,2,31,22
20221107,Fallopian_tube,9,63,0,18
20221107,Heart,27,24,22,12
20221107,Kidney,57,6,62,5
20221107,Knee,24,7,13,11
20221107,Large_intestine,54,0,55,3
20221107,Liver,14,3,25,6
20221107,Lung,60,12,62,16
20221107,Lymph_node,33,1,45,0
20221107,Lymph_vasculature,14,24,1,0
20221107,Ovary,23,45,5,11
20221107,Pancreas,28,2,27,8
20221107,Peripheral_nervous_system,32,749,1,0
20221107,Placenta,17,8,16,6
20221107,Prostate,4,0,7,5
20221107,Skin,15,0,33,3
20221107,Small_intestine,21,21,3,46
20221107,Spleen,24,14,40,19
20221107,Thymus,18,0,50,0
20221107,Ureter,10,1,3,11
20221107,Urinary_bladder,16,0,4,11
20221107,Uterus,22,36,0,18
20221121,Blood,1,0,29,0
20221121,Blood_vasculature,370,622,10,0
20221121,Bone-Marrow,1,0,43,4
20221121,Brain,116,61,127,0
20221121,Eye,24,2,31,22
20221121,Fallopian_tube,9,63,0,18
20221121,Heart,29,24,27,1
20221121,Kidney,57,6,62,5
20221121,Knee,24,7,13,11
20221121,Large_intestine,54,0,55,3
20221121,Liver,14,3,25,6
20221121,Lung,60,12,62,16
20221121,Lymph_node,33,1,45,0
20221121,Lymph_vasculature,14,24,1,0
20221121,Ovary,23,45,5,11
20221121,Pancreas,28,2,27,8
20221121,Peripheral_nervous_system,32,749,1,0
20221121,Placenta,17,8,16,6
20221121,Prostate,4,0,7,5
20221121,Skin,15,0,33,3
20221121,Small_intestine,22,21,24,10
20221121,Spleen,24,14,46,15
20221121,Thymus,18,0,50,0
20221121,Ureter,10,1,3,11
20221121,Urinary_bladder,16,0,4,11
20221121,Uterus,22,36,0,18
20221128,Blood,1,0,29,0
20221128,Blood_vasculature,370,622,10,0
20221128,Bone-Marrow,1,0,43,4
20221128,Brain,116,61,127,0
20221128,Eye,24,2,31,22
20221128,Fallopian_tube,9,63,0,18
20221128,Heart,29,24,27,1
20221128,Kidney,57,6,62,5
20221128,Knee,24,7,13,11
20221128,Large_intestine,54,0,55,3
20221128,Liver,14,3,25,6
20221128,Lung,60,12,62,16
20221128,Lymph_node,33,1,45,0
20221128,Lymph_vasculature,14,24,1,0
20221128,Ovary,23,45,5,11
20221128,Pancreas,28,2,27,8
20221128,Peripheral_nervous_system,32,749,1,0
20221128,Placenta,17,8,16,6
20221128,Prostate,4,0,7,5
20221128,Skin,15,0,33,3
20221128,Small_intestine,22,21,24,10
20221128,Spleen,24,14,46,15
20221128,Thymus,18,0,50,0
20221128,Ureter,10,1,3,11
20221128,Urinary_bladder,16,0,4,11
20221128,Uterus,22,36,0,18
20221130,Blood,1,0,29,0
20221130,Blood_vasculature,370,622,10,0
20221130,Bone-Marrow,1,0,43,4
20221130,Brain,116,61,127,0
20221130,Eye,24,2,31,22
20221130,Fallopian_tube,9,63,0,18
20221130,Heart,29,24,27,1
20221130,Kidney,51,7,62,5
20221130,Knee,24,7,13,11
20221130,Large_intestine,54,0,55,3
20221130,Liver,14,3,25,6
20221130,Lung,60,12,62,16
20221130,Lymph_node,33,1,45,0
20221130,Lymph_vasculature,14,24,1,0
20221130,Ovary,23,45,5,11
20221130,Pancreas,28,2,27,8
20221130,Peripheral_nervous_system,32,749,1,0
20221130,Placenta,17,8,16,6
20221130,Prostate,4,0,5,7
20221130,Skin,15,0,33,3
20221130,Small_intestine,22,21,24,10
20221130,Spleen,24,14,46,15
20221130,Thymus,18,0,50,0
20221130,Ureter,6,1,3,11
20221130,Urinary_bladder,16,0,4,11
20221130,Uterus,22,36,0,18
20230109,Blood,1,0,29,0
20230109,Blood_vasculature,370,622,10,0
20230109,Bone-Marrow,1,0,43,4
20230109,Brain,116,61,127,0
20230109,Eye,24,2,31,22
20230109,Fallopian_tube,9,63,0,18
20230109,Heart,29,24,27,1
20230109,Kidney,51,7,62,5
20230109,Knee,24,7,13,11
20230109,Large_intestine,54,0,55,3
20230109,Liver,14,3,25,6
20230109,Lung,60,12,62,16
20230109,Lymph_node,33,1,45,0
20230109,Lymph_vasculature,14,24,1,0
20230109,Ovary,23,45,5,11
20230109,Pancreas,28,2,27,8
20230109,Peripheral_nervous_system,32,749,1,0
20230109,Placenta,17,8,16,6
20230109,Prostate,4,0,5,7
20230109,Skin,15,0,33,3
20230109,Small_intestine,22,21,24,10
20230109,Spleen,24,14,46,15
20230109,Thymus,18,0,50,0
20230109,Ureter,6,1,3,11
20230109,Urinary_bladder,16,0,4,11
20230109,Uterus,22,36,0,18
20230220,Blood,1,0,29,0
20230220,Blood_vasculature,370,622,10,0
20230220,Bone-Marrow,1,0,43,4
20230220,Brain,116,61,127,0
20230220,Eye,24,2,31,22
20230220,Fallopian_tube,9,63,0,18
20230220,Heart,29,24,27,1
20230220,Kidney,57,6,62,5
20230220,Knee,24,7,13,11
20230220,Large_intestine,54,0,55,3
20230220,Liver,14,3,25,6
20230220,Lung,60,12,62,16
20230220,Lymph_node,33,1,45,0
20230220,Lymph_vasculature,14,24,1,0
20230220,Ovary,23,45,5,11
20230220,Pancreas,28,2,27,8
20230220,Peripheral_nervous_system,32,749,1,0
20230220,Placenta,17,8,16,6
20230220,Prostate,4,0,7,5
20230220,Skin,15,0,33,3
20230220,Small_intestine,22,25,24,10
20230220,Spleen,24,14,46,15
20230220,Thymus,18,0,50,0
20230220,Ureter,10,1,3,11
20230220,Urinary_bladder,16,0,4,11
20230220,Uterus,22,36,0,18
20230227,Blood,1,0,29,0
20230227,Blood_vasculature,370,622,10,0
20230227,Bone-Marrow,1,0,43,4
20230227,Brain,116,61,127,0
20230227,Eye,24,2,31,22
20230227,Fallopian_tube,9,63,0,18
20230227,Heart,29,24,27,1
20230227,Kidney,57,6,62,5
20230227,Knee,24,7,13,11
20230227,Large_intestine,54,0,55,3
20230227,Liver,14,3,25,6
20230227,Lung,60,12,62,16
20230227,Lymph_node,33,1,45,0
20230227,Lymph_vasculature,14,24,1,0
20230227,Ovary,23,45,5,11
20230227,Pancreas,28,2,27,8
20230227,Peripheral_nervous_system,32,749,1,0
20230227,Placenta,17,8,16,6
20230227,Prostate,4,0,7,5
20230227,Skin,15,0,33,3
20230227,Small_intestine,22,25,24,10
20230227,Spleen,24,14,46,15
20230227,Thymus,18,0,50,0
20230227,Ureter,10,1,3,11
20230227,Urinary_bladder,16,0,4,11
20230227,Uterus,22,36,0,18
20230308,Blood,1,0,29,0
20230308,Blood_vasculature,370,622,10,0
20230308,Bone-Marrow,1,0,43,4
20230308,Brain,116,61,127,0
20230308,Eye,24,2,31,22
20230308,Fallopian_tube,9,63,0,18
20230308,Heart,29,24,27,1
20230308,Kidney,57,6,62,5
20230308,Knee,24,7,13,11
20230308,Large_intestine,54,0,55,3
20230308,Liver,14,3,25,6
20230308,Lung,63,13,91,18
20230308,Lymph_node,33,1,45,0
20230308,Lymph_vasculature,14,24,1,0
