Date,Table,AS_valid_term_number,AS_invalid_term_number,CT_valid_term_number,CT_invalid_term_number
20230810,Lung,52,2,65,11
20230810,Lymph_node,33,1,45,0
20230810,Lymph_vasculature,14,41,1,0
20230810,Main_Bronchus,15,0,16,3
20230810,Muscular_System,165,217,1,0
20230810,Ovary,23,45,5,11
20230810,Pancreas,28,2,27,8
20230810,Peripheral_nervous_system,32,749,1,0
20230810,Placenta,17,8,16,6
20230810,Prostate,4,0,5,7
20230810,Skeleton,174,898,1,0
20230810,Skin,15,0,33,3
20230810,Small_intestine,22,21,24,10
20230810,Spinal_Cord,86,0,8,0
20230810,Spleen,24,14,46,15
20230810,Thymus,18,0,50,0
20230810,Trachea,20,0,16,1
20230810,Ureter,6,1,3,11
20230810,Urinary_bladder,16,0,4,11
20230810,Uterus,22,36,0,18
20230823,Blood,1,0,29,0
20230823,Blood_vasculature,370,631,10,0
20230823,Bone-Marrow,1,0,43,4
20230823,Brain,116,61,163,463
20230823,Eye,36,3,47,8
20230823,Fallopian_tube,9,63,0,18
20230823,Heart,29,24,27,1
20230823,Kidney,56,5,65,3
20230823,Knee,24,7,13,11
20230823,Large_intestine,54,0,55,3
20230823,Liver,14,3,25,6
20230823,Lung,52,2,65,11
20230823,Lymph_node,33,1,45,0
20230823,Lymph_vasculature,14,41,1,0
20230823,Main_Bronchus,15,0,16,3
20230823,Muscular_System,165,217,1,0
20230823,Ovary,23,45,5,11
20230823,Pancreas,28,2,27,8
20230823,Peripheral_nervous_system,32,749,1,0
20230823,Placenta,17,8,16,6
20230823,Prostate,4,0,5,7
20230823,Skeleton,174,898,1,0
20230823,Skin,15,0,33,3
20230823,Small_intestine,22,21,24,10
20230823,Spinal_Cord,86,0,8,0
20230823,Spleen,24,14,46,15
20230823,Thymus,18,0,50,0
20230823,Trachea,20,0,16,1
20230823,Ureter,6,1,3,11
20230823,Urinary_bladder,16,0,4,11
20230823,Uterus,22,36,0,18
20230829,Blood,1,0,29,0
20230829,Blood_vasculature,370,631,10,0
20230829,Bone-Marrow,1,0,43,4
20230829,Brain,116,61,163,463
20230829,Eye,36,3,47,8
20230829,Fallopian_tube,9,63,0,18
20230829,Heart,29,24,27,1
20230829,Kidney,56,6,65,3
20230829,Knee,18,2,0,5
20230829,Large_intestine,54,4,55,3
20230829,Liver,14,3,25,5
20230829,Lung,52,2,65,11
20230829,Lymph_node,33,1,45,0
20230829,Lymph_vasculature,14,41,1,0
20230829,Main_Bronchus,15,0,16,3
20230829,Muscular_System,165,217,1,0
20230829,Ovary,23,45,5,11
20230829,Pancreas,28,2,27,8
20230829,Peripheral_nervous_system,32,749,1,0
20230829,Placenta,17,8,19,3
20230829,Prostate,4,0,11,2
20230829,Skeleton,174,898,1,0
20230829,Skin,15,0,33,3
20230829,Small_intestine,22,25,24,10
20230829,Spinal_Cord,86,0,8,0
20230829,Spleen,24,14,46,15
20230829,Thymus,18,0,50,0
20230829,Trachea,20,0,16,1
20230829,Ureter,10,1,3,11
20230829,Urinary_bladder,16,0,4,11
20230829,Uterus,22,36,0,18
20230830,Blood,1,0,29,0
20230830,Blood,1,0,29,0
20230830,Blood_vasculature,370,631,10,0
20230830,Blood_vasculature,370,631,10,0
20230830,Bone-Marrow,1,0,43,4
20230830,Bone-Marrow,1,0,43,4
20230830,Brain,116,61,163,463
20230830,Brain,116,61,163,463
20230830,Eye,36,3,47,8
20230830,Eye,36,3,47,8
20230830,Fallopian_tube,9,63,0,18
20230830,Fallopian_tube,9,63,0,18
20230830,Heart,29,24,27,1
20230830,Heart,29,24,27,1
20230830,Kidney,56,6,65,3
20230830,Kidney,56,6,65,3
20230830,Knee,18,2,0,5
20230830,Knee,18,2,0,5
20230830,Large_intestine,54,4,55,3
20230830,Large_intestine,54,4,55,3
20230830,Liver,14,3,25,5
20230830,Liver,14,3,25,5
20230830,Lung,52,2,65,11
20230830,Lung,52,2,65,11
20230830,Lymph_node,33,1,45,0
20230830,Lymph_node,33,1,45,0
20230830,Lymph_vasculature,14,41,1,0
20230830,Lymph_vasculature,14,41,1,0
20230830,Main_Bronchus,15,0,16,3
20230830,Main_Bronchus,15,0,16,3
20230830,Muscular_System,165,217,1,0
20230830,Muscular_System,165,217,1,0
20230830,Ovary,23,45,5,11
20230830,Ovary,23,45,5,11
20230830,Pancreas,28,2,27,8
20230830,Pancreas,28,2,27,8
20230830,Peripheral_nervous_system,32,749,1,0
20230830,Peripheral_nervous_system,32,749,1,0
20230830,Placenta,17,8,19,3
20230830,Placenta,17,8,19,3
20230830,Prostate,4,0,11,2
20230830,Prostate,4,0,11,2
20230830,Skeleton,174,898,1,0
20230830,Skeleton,174,898,1,0
20230830,Skin,15,0,33,3
20230830,Skin,15,0,33,3
20230830,Small_intestine,22,25,24,10
20230830,Small_intestine,22,25,24,10
20230830,Spinal_Cord,86,0,8,0
20230830,Spinal_Cord,86,0,8,0
20230830,Spleen,24,14,46,15
20230830,Spleen,24,14,46,15
20230830,Thymus,18,0,50,0
20230830,Thymus,18,0,50,0
20230830,Trachea,20,0,16,1
20230830,Trachea,20,0,16,1
20230830,Ureter,10,1,3,11
20230830,Ureter,10,1,3,11
20230830,Urinary_bladder,16,0,4,11
20230830,Urinary_bladder,16,0,4,11
20230830,Uterus,22,36,0,18
20230830,Uterus,22,36,0,18
20230831,Blood,1,0,29,0
20230831,Blood_vasculature,370,631,10,0
20230831,Bone-Marrow,1,0,45,2
20230831,Brain,116,61,163,463
20230831,Eye,36,3,47,8
20230831,Fallopian_tube,9,63,0,18
20230831,Heart,29,24,27,1
20230831,Kidney,56,6,65,3
20230831,Knee,18,2,0,5
20230831,Large_intestine,54,4,55,3
20230831,Liver,14,3,25,5
20230831,Lung,52,2,65,11
20230831,Lymph_node,33,1,45,0
20230831,Lymph_vasculature,14,41,1,0
20230831,Main_Bronchus,15,0,16,3
20230831,Muscular_System,165,217,1,0
20230831,Ovary,23,45,5,11
20230831,Pancreas,28,2,27,8
20230831,Peripheral_nervous_system,32,749,1,0
20230831,Placenta,17,8,19,3
20230831,Prostate,4,0,11,2
20230831,Skeleton,174,898,1,0
20230831,Skin,15,0,33,3
20230831,Small_intestine,22,25,24,10
20230831,Spinal_Cord,86,0,8,0
20230831,Spleen,24,14,46,15
20230831,Thymus,18,0,50,0
20230831,Trachea,20,0,16,1
20230831,Ureter,10,1,3,11
20230831,Urinary_bladder,16,0,4,11
20230831,Uterus,22,36,0,18
20230906,Anatomical_Systems,37,0,0,0
20230906,Blood,1,0,29,0
20230906,Blood_vasculature,370,631,10,0
20230906,Bone-Marrow,1,0,46,1
20230906,Brain,116,61,163,463
20230906,Eye,36,3,47,8
20230906,Fallopian_tube,9,63,0,18
20230906,Heart,29,24,27,1
20230906,Kidney,56,6,65,3
20230906,Knee,18,2,0,5
20230906,Large_intestine,54,4,55,3
20230906,Liver,14,3,25,5
20230906,Lung,52,2,65,11
20230906,Lymph_node,33,1,45,0
20230906,Lymph_vasculature,14,41,1,0
20230906,Main_Bronchus,15,0,16,3
20230906,Mammary_Gland,1,0,0,10
20230906,Muscular_System,165,217,1,0
20230906,Ovary,24,45,5,11
20230906,Palatine_Tonsil,11,10,12,5
20230906,Pancreas,28,2,27,8
20230906,Peripheral_nervous_system,32,749,1,0
20230906,Placenta,17,8,19,3
20230906,Prostate,4,0,11,2
20230906,Skeleton,174,898,1,0
20230906,Skin,15,0,33,3
20230906,Small_intestine,22,25,25,10
20230906,Spinal_Cord,86,0,8,0
20230906,Spleen,24,14,46,15
20230906,Thymus,18,0,50,0
20230906,Trachea,20,0,16,1
20230906,Ureter,10,1,3,11
20230906,Urinary_bladder,16,0,4,11
20230906,Uterus,24,36,0,18
20230913,Anatomical_Systems,37,0,0,0
20230913,Blood,1,0,29,0
20230913,Blood_vasculature,370,631,10,0
20230913,Bone-Marrow,1,0,46,1
20230913,Brain,116,61,163,463
20230913,Eye,36,3,47,8
20230913,Fallopian_tube,9,63,17,1
20230913,Heart,29,24,27,1
20230913,Kidney,56,6,65,3
20230913,Knee,18,2,0,5
20230913,Large_intestine,54,4,55,3
20230913,Liver,14,3,25,5
20230913,Lung,53,1,73,2
20230913,Lymph_node,33,1,45,0
20230913,Lymph_vasculature,14,41,1,0
20230913,Main_Bronchus,15,0,16,3
20230913,Mammary_Gland,1,0,0,10
20230913,Muscular_System,165,217,1,0
20230913,Ovary,24,45,5,11
20230913,Palatine_Tonsil,11,10,12,5
20230913,Pancreas,28,2,28,2
20230913,Peripheral_nervous_system,32,749,1,0
20230913,Placenta,17,8,19,3
20230913,Prostate,4,0,11,2
20230913,Skeleton,174,898,1,0
20230913,Skin,15,0,33,3
20230913,Small_intestine,22,25,25,10
20230913,Spinal_Cord,86,0,8,0
20230913,Spleen,24,14,46,15
20230913,Thymus,18,0,50,0
20230913,Trachea,20,0,16,1
20230913,Ureter,10,1,3,11
20230913,Urinary_bladder,16,0,4,11
20230913,Uterus,24,36,0,18
20230915,Anatomical_Systems,37,0,0,0
20230915,Blood,1,0,29,0
20230915,Blood_vasculature,370,631,10,0
20230915,Bone-Marrow,1,0,46,1
20230915,Brain,116,61,163,463
20230915,Eye,36,3,47,8
20230915,Fallopian_tube,9,63,17,1
20230915,Heart,29,23,28,0
20230915,Kidney,56,5,66,3
20230915,Knee,18,2,0,5
20230915,Large_intestine,54,4,55,3
20230915,Liver,14,3,25,5
20230915,Lung,53,1,73,2
20230915,Lymph_node,33,1,45,0
20230915,Lymph_vasculature,14,41,1,0
20230915,Main_Bronchus,15,0,16,3
20230915,Mammary_Gland,1,0,0,10
20230915,Muscular_System,165,217,1,0
20230915,Ovary,24,45,5,11
20230915,Palatine_Tonsil,11,10,12,5
20230915,Pancreas,28,2,28,2
20230915,Peripheral_nervous_system,32,749,1,0
20230915,Placenta,17,8,19,3
20230915,Prostate,4,0,11,2
20230915,Skeleton,174,898,1,0
20230915,Skin,15,0,33,3
20230915,Small_intestine,22,25,25,10
20230915,Spinal_Cord,86,0,8,0
20230915,Spleen,24,14,46,15
20230915,Thymus,18,0,50,0
20230915,Trachea,20,0,16,1
20230915,Ureter,10,1,3,11
20230915,Urinary_bladder,16,0,4,11
20230915,Uterus,24,36,0,18
20230920,Anatomical_Systems,37,0,0,0
20230920,Blood,1,0,29,0
20230920,Blood_vasculature,370,631,10,0
20230920,Bone-Marrow,1,0,46,1
20230920,Brain,116,61,163,463
20230920,Eye,36,3,47,8
20230920,Fallopian_tube,9,63,17,1
20230920,Heart,29,23,28,0
20230920,Kidney,56,5,66,3
20230920,Knee,18,2,0,5
20230920,Large_intestine,54,4,55,3
20230920,Liver,14,3,25,5
20230920,Lung,53,1,73,2
20230920,Lymph_node,33,1,45,0
20230920,Lymph_vasculature,14,41,1,0
20230920,Main_Bronchus,15,0,16,3
20230920,Mammary_Gland,1,0,0,10
20230920,Muscular_System,165,217,1,0
20230920,Ovary,24,45,5,11
20230920,Palatine_Tonsil,11,10,12,5
20230920,Pancreas,28,2,28,2
20230920,Peripheral_nervous_system,32,749,1,0
20230920,Placenta,17,8,19,3
20230920,Prostate,4,0,11,2
20230920,Skeleton,174,898,1,0
20230920,Skin,15,0,33,3
20230920,Small_intestine,22,25,25,10
20230920,Spinal_Cord,86,0,8,0
20230920,Spleen,24,14,46,15
20230920,Thymus,18,0,50,0
20230920,Trachea,20,0,16,1
20230920,Ureter,10,1,3,11
20230920,Urinary_bladder,16,0,4,11
20230920,Uterus,24,36,0,18
20230922,Anatomical_Systems,37,0,0,0
20230922,Blood,1,0,29,0
20230922,Blood_vasculature,370,631,10,0
20230922,Bone-Marrow,1,0,46,1
20230922,Brain,116,61,163,463
20230922,Eye,38,3,48,7
20230922,Fallopian_tube,9,63,17,1
20230922,Heart,29,23,28,0
20230922,Kidney,56,5,66,3
20230922,Knee,18,2,0,5
20230922,Large_intestine,54,4,55,3
20230922,Liver,14,3,25,5
20230922,Lung,53,1,73,2
20230922,Lymph_node,33,1,45,0
20230922,Lymph_vasculature,14,41,1,0
20230922,Main_Bronchus,15,0,16,3
20230922,Mammary_Gland,1,0,0,10
20230922,Muscular_System,165,217,1,0
20230922,Ovary,24,45,5,11
20230922,Palatine_Tonsil,11,10,12,5
20230922,Pancreas,28,2,28,2
20230922,Peripheral_nervous_system,32,749,1,0
20230922,Placenta,17,8,19,3
20230922,Prostate,4,0,11,2
20230922,Skeleton,174,898,1,0
20230922,Skin,15,0,33,3
20230922,Small_intestine,22,25,25,10
20230922,Spinal_Cord,86,0,8,0
20230922,Spleen,24,14,46,15
20230922,Thymus,18,0,50,0
20230922,Trachea,20,0,16,1
20230922,Ureter,10,1,3,11
20230922,Urinary_bladder,16,0,4,11
20230922,Uterus,24,36,0,18
20230927,Anatomical_Systems,37,0,0,0
20230927,Blood,1,0,29,0
20230927,Blood_vasculature,370,631,10,0
20230927,Bone-Marrow,1,0,46,1
20230927,Brain,117,68,164,461
20230927,Eye,38,3,48,7
20230927,Fallopian_tube,9,63,17,1
20230927,Heart,29,23,28,0
20230927,Kidney,56,5,67,3
20230927,Knee,6,0,2,9
20230927,Large_intestine,54,4,55,3
20230927,Liver,14,3,25,5
20230927,Lung,53,1,73,2
20230927,Lymph_node,33,1,45,0
20230927,Lymph_vasculature,14,41,1,0
20230927,Main_Bronchus,15,0,16,3
20230927,Mammary_Gland,1,0,0,10
20230927,Muscular_System,165,217,1,0
20230927,Ovary,24,45,5,11
20230927,Palatine_Tonsil,11,10,12,5
20230927,Pancreas,28,2,28,2
20230927,Peripheral_nervous_system,32,749,1,0
20230927,Placenta,17,8,19,3
20230927,Prostate,15,1,13,6
20230927,Skeleton,174,898,1,0
20230927,Skin,15,0,33,3
20230927,Small_intestine,22,25,25,10
20230927,Spinal_Cord,86,0,8,0
20230927,Spleen,24,14,46,15
20230927,Thymus,18,0,50,0
20230927,Trachea,20,0,16,1
20230927,Ureter,10,1,3,11
20230927,Urinary_bladder,17,12,4,44
20230927,Uterus,24,36,0,18
20231002,Anatomical_Systems,37,0,0,0
20231002,Blood,1,0,29,0
20231002,Blood_vasculature,376,678,10,0
20231002,Bone-Marrow,1,0,46,1
20231002,Brain,117,68,164,461
20231002,Eye,38,3,49,7
20231002,Fallopian_tube,9,63,18,1
20231002,Heart,29,23,28,0
20231002,Kidney,56,5,67,3
20231002,Knee,6,0,2,9
20231002,Large_intestine,54,4,55,3
20231002,Liver,14,3,25,5
20231002,Lung,53,1,73,2
20231002,Lymph_node,33,1,45,0
20231002,Lymph_vasculature,14,79,1,0
20231002,Main_Bronchus,15,0,16,3
20231002,Mammary_Gland,1,0,0,10
20231002,Muscular_System,165,217,1,0
20231002,Ovary,24,45,5,11
20231002,Palatine_Tonsil,11,10,13,4
20231002,Pancreas,28,2,28,2
20231002,Peripheral_nervous_system,32,749,1,0
20231002,Placenta,17,8,19,3
20231002,Prostate,15,1,13,6
20231002,Skeleton,174,898,1,0
20231002,Skin,15,0,34,1
20231002,Small_intestine,22,25,25,10
20231002,Spinal_Cord,86,0,8,0
20231002,Spleen,24,14,46,15
20231002,Thymus,18,0,50,0
20231002,Trachea,20,0,16,1
20231002,Ureter,10,1,3,11
20231002,Urinary_bladder,17,12,4,44
20231002,Uterus,24,36,0,18
20231003,Anatomical_Systems,37,0,0,0
20231003,Blood,1,0,29,0
20231003,Blood_vasculature,376,678,10,0
20231003,Bone-Marrow,1,0,46,1
20231003,Brain,117,68,164,461
20231003,Eye,38,3,49,7
20231003,Fallopian_tube,9,63,18,1
20231003,Heart,29,23,28,0
20231003,Kidney,56,5,67,3
20231003,Knee,6,0,2,9
20231003,Large_intestine,54,4,55,3
20231003,Liver,14,3,25,5
20231003,Lung,53,1,74,0
20231003,Lymph_node,33,1,45,0
20231003,Lymph_vasculature,14,79,1,0
20231003,Main_Bronchus,15,0,18,1
20231003,Mammary_Gland,1,0,0,10
20231003,Muscular_System,165,217,1,0
20231003,Ovary,24,45,5,11
20231003,Palatine_Tonsil,11,10,13,4
20231003,Pancreas,28,2,28,2
20231003,Peripheral_nervous_system,95,793,1,0
20231003,Placenta,19,16,22,3
20231003,Prostate,15,1,14,6
20231003,Skeleton,174,898,1,0
20231003,Skin,15,0,34,1
20231003,Small_intestine,22,25,25,10
20231003,Spinal_Cord,86,0,8,0
20231003,Spleen,24,14,46,15
20231003,Thymus,18,0,50,0
20231003,Trachea,20,0,16,1
20231003,Ureter,10,1,4,11
20231003,Urinary_bladder,18,1,17,26
20231003,Uterus,24,36,0,18
20231004,Anatomical_Systems,37,0,0,0
20231004,Blood,1,0,29,0
20231004,Blood_vasculature,376,678,10,0
20231004,Bone-Marrow,1,0,46,1
20231004,Brain,117,68,164,461
20231004,Eye,38,3,49,7
20231004,Fallopian_tube,9,63,18,1
20231004,Heart,29,23,28,0
20231004,Kidney,56,5,67,3
20231004,Knee,6,0,2,9
20231004,Large_intestine,54,4,55,3
20231004,Liver,14,3,25,5
20231004,Lung,53,1,74,0
20231004,Lymph_node,33,1,45,0
20231004,Lymph_vasculature,14,79,1,0
20231004,Main_Bronchus,15,0,19,0
20231004,Mammary_Gland,1,0,0,10
20231004,Muscular_System,165,217,1,0
20231004,Ovary,24,45,5,11
20231004,Palatine_Tonsil,11,10,13,4
20231004,Pancreas,28,2,28,2
20231004,Peripheral_nervous_system,95,792,1,0
20231004,Placenta,19,16,22,3
20231004,Prostate,15,1,14,6
20231004,Skeleton,174,898,1,0
20231004,Skin,15,0,34,1
20231004,Small_intestine,22,25,25,10
20231004,Spinal_Cord,86,0,8,0
20231004,Spleen,24,14,46,15
20231004,Thymus,18,0,50,0
20231004,Trachea,20,0,17,0
20231004,Ureter,10,1,4,11
20231004,Urinary_bladder,18,1,17,26
20231004,Uterus,24,36,0,18
20231006,Anatomical_Systems,37,0,0,0
20231006,Blood,1,0,29,0
20231006,Blood_vasculature,376,678,10,0
20231006,Bone-Marrow,1,0,46,1
20231006,Brain,117,68,164,461
20231006,Eye,38,3,49,7
20231006,Fallopian_tube,9,63,18,1
20231006,Heart,29,23,28,0
20231006,Kidney,56,5,67,3
20231006,Knee,6,0,2,9
20231006,Large_intestine,54,4,55,3
20231006,Liver,16,1,28,3
20231006,Lung,53,1,74,0
20231006,Lymph_node,34,0,45,0
20231006,Lymph_vasculature,14,79,1,0
20231006,Main_Bronchus,15,0,19,0
20231006,Mammary_Gland,1,0,0,10
20231006,Muscular_System,165,217,1,0
20231006,Ovary,24,45,5,11
20231006,Palatine_Tonsil,11,10,13,4
20231006,Pancreas,28,2,28,2
20231006,Peripheral_nervous_system,95,792,1,0
20231006,Placenta,19,16,22,3
20231006,Prostate,15,1,18,2
20231006,Skeleton,174,898,1,0
20231006,Skin,15,0,34,1
20231006,Small_intestine,22,25,25,10
20231006,Spinal_Cord,86,0,8,0
20231006,Spleen,24,14,46,15
20231006,Thymus,18,0,50,0
20231006,Trachea,20,0,17,0
20231006,Ureter,10,1,4,11
20231006,Urinary_bladder,18,1,17,26
20231006,Uterus,24,36,0,18
20231011,Anatomical_Systems,37,0,0,0
20231011,Blood,1,0,29,0
20231011,Blood_vasculature,376,678,10,0
20231011,Bone-Marrow,1,0,46,1
20231011,Brain,172,18,164,461
20231011,Eye,38,3,49,7
20231011,Fallopian_tube,9,63,18,1
20231011,Heart,29,23,28,0
20231011,Kidney,56,5,67,3
20231011,Knee,6,0,2,9
20231011,Large_intestine,54,4,55,3
20231011,Liver,16,1,28,3
20231011,Lung,53,1,74,0
20231011,Lymph_node,34,0,45,0
20231011,Lymph_vasculature,14,79,1,0
20231011,Main_Bronchus,15,0,19,0
20231011,Mammary_Gland,1,0,0,10
20231011,Muscular_System,165,217,1,0
20231011,Ovary,24,45,5,11
20231011,Palatine_Tonsil,11,10,13,4
20231011,Pancreas,28,2,28,2
20231011,Peripheral_nervous_system,95,792,1,0
20231011,Placenta,19,16,22,3
20231011,Prostate,15,1,18,2
20231011,Skeleton,174,898,1,0
20231011,Skin,15,0,34,1
20231011,Small_intestine,22,25,25,10
20231011,Spinal_Cord,86,0,8,0
20231011,Spleen,24,14,46,15
20231011,Thymus,18,0,50,0
20231011,Trachea,20,0,17,0
20231011,Ureter,10,1,4,11
20231011,Urinary_bladder,18,1,17,26
20231011,Uterus,24,36,0,18
20231018,Anatomical_Systems,37,0,0,0
20231018,Blood,1,0,29,0
20231018,Blood_vasculature,376,678,10,0
20231018,Bone-Marrow,1,0,46,1
20231018,Brain,172,18,164,461
20231018,Eye,38,3,49,7
20231018,Fallopian_tube,9,63,18,1
20231018,Heart,29,23,28,0
20231018,Kidney,56,5,67,3
20231018,Knee,6,0,2,9
20231018,Large_intestine,54,4,55,3
20231018,Liver,16,1,28,3
20231018,Lung,53,1,74,0
20231018,Lymph_node,34,0,45,0
20231018,Lymph_vasculature,14,79,1,0
20231018,Main_Bronchus,15,0,19,0
20231018,Mammary_Gland,1,0,0,10
20231018,Muscular_System,165,217,1,0
20231018,Ovary,24,45,5,11
20231018,Palatine_Tonsil,11,10,13,4
20231018,Pancreas,28,2,28,2
20231018,Peripheral_nervous_system,95,792,1,0
20231018,Placenta,19,16,22,3
20231018,Prostate,15,1,18,2
20231018,Skeleton,174,898,1,0
20231018,Skin,15,0,34,1
20231018,Small_intestine,22,25,25,10
20231018,Spinal_Cord,86,0,8,0
20231018,Spleen,24,14,46,15
20231018,Thymus,18,0,50,0
20231018,Trachea,20,0,17,0
20231018,Ureter,10,1,4,11
20231018,Urinary_bladder,18,1,17,26
20231018,Uterus,24,36,0,18
20231025,Anatomical_Systems,37,0,0,0
20231025,Blood,1,0,29,0
20231025,Blood_vasculature,376,678,10,0
20231025,Bone-Marrow,1,0,46,1
20231025,Brain,172,18,164,461
20231025,Eye,38,3,49,7
20231025,Fallopian_tube,9,63,18,1
20231025,Heart,29,23,28,0
20231025,Kidney,56,5,67,3
20231025,Knee,6,0,2,9
20231025,Large_intestine,54,4,55,3
20231025,Liver,16,1,28,3
20231025,Lung,53,1,74,0
20231025,Lymph_node,34,0,45,0
20231025,Lymph_vasculature,14,79,1,0
20231025,Main_Bronchus,15,0,19,0
20231025,Mammary_Gland,1,0,0,10
20231025,Muscular_System,165,217,1,0
20231025,Ovary,24,45,5,11
20231025,Palatine_Tonsil,11,10,13,4
20231025,Pancreas,28,2,28,2
20231025,Peripheral_nervous_system,95,792,1,0
20231025,Placenta,19,16,22,3
20231025,Prostate,15,1,18,2
20231025,Skeleton,174,898,1,0
20231025,Skin,15,0,34,1
20231025,Small_intestine,22,25,25,10
20231025,Spinal_Cord,86,0,8,0
20231025,Spleen,24,14,46,15
20231025,Thymus,18,0,50,0
20231025,Trachea,20,0,17,0
20231025,Ureter,10,1,4,11
20231025,Urinary_bladder,18,1,17,26
20231025,Uterus,24,36,0,18
20231101,Anatomical_Systems,37,0,0,0
20231101,Blood,1,0,29,0
20231101,Blood_vasculature,376,678,10,0
20231101,Bone-Marrow,1,0,46,1
20231101,Brain,172,18,164,461
20231101,Eye,38,3,49,7
20231101,Fallopian_tube,9,63,18,1
20231101,Heart,29,23,28,0
20231101,Kidney,56,5,67,3
20231101,Knee,6,0,2,9
20231101,Large_intestine,54,4,55,3
20231101,Liver,16,1,28,3
20231101,Lung,53,1,74,0
20231101,Lymph_node,34,0,45,0
20231101,Lymph_vasculature,14,79,1,0
20231101,Main_Bronchus,15,0,19,0
20231101,Mammary_Gland,1,0,0,10
20231101,Muscular_System,165,217,1,0
20231101,Ovary,24,45,5,11
20231101,Palatine_Tonsil,11,10,13,4
20231101,Pancreas,28,2,28,2
20231101,Peripheral_nervous_system,95,792,1,0
20231101,Placenta,19,16,22,3
20231101,Prostate,15,1,18,2
20231101,Skeleton,174,898,1,0
20231101,Skin,15,0,34,1
20231101,Small_intestine,22,25,25,10
20231101,Spinal_Cord,86,0,8,0
20231101,Spleen,24,14,46,15
20231101,Thymus,18,0,50,0
20231101,Trachea,20,0,17,0
20231101,Ureter,10,1,4,11
20231101,Urinary_bladder,18,1,17,26
20231101,Uterus,24,36,0,18
20231108,Anatomical_Systems,37,0,0,0
20231108,Blood,1,0,29,0
20231108,Blood_vasculature,376,678,10,0
20231108,Bone-Marrow,1,0,46,1
20231108,Brain,172,18,164,461
20231108,Eye,38,3,49,7
20231108,Fallopian_tube,9,63,18,1
20231108,Heart,29,23,28,0
20231108,Kidney,56,5,67,3
20231108,Knee,6,0,2,9
20231108,Large_intestine,54,4,55,3
20231108,Liver,16,1,28,3
20231108,Lung,53,1,74,0
20231108,Lymph_node,34,0,45,0
20231108,Lymph_vasculature,14,79,1,0
20231108,Main_Bronchus,15,0,19,0
20231108,Mammary_Gland,1,0,0,10
20231108,Muscular_System,165,217,1,0
20231108,Ovary,24,45,5,11
20231108,Palatine_Tonsil,11,10,13,4
20231108,Pancreas,28,2,28,2
20231108,Peripheral_nervous_system,95,792,1,0
20231108,Placenta,19,16,22,3
20231108,Prostate,15,1,18,2
20231108,Skeleton,174,898,1,0
20231108,Skin,15,0,34,1
20231108,Small_intestine,22,25,25,10
20231108,Spinal_Cord,86,0,8,0
20231108,Spleen,24,14,46,15
20231108,Thymus,18,0,50,0
20231108,Trachea,20,0,17,0
20231108,Ureter,10,1,4,11
20231108,Urinary_bladder,18,1,17,26
20231108,Uterus,24,36,0,18
20231115,Anatomical_Systems,37,0,0,0
20231115,Blood,1,0,29,0
20231115,Blood_vasculature,376,678,10,0
20231115,Bone-Marrow,1,0,46,1
20231115,Brain,171,19,164,461
20231115,Eye,38,3,49,7
20231115,Fallopian_tube,9,63,18,1
20231115,Heart,29,23,28,0
20231115,Kidney,56,5,67,3
20231115,Knee,6,0,2,9
20231115,Large_intestine,54,4,55,3
20231115,Liver,16,1,28,3
20231115,Lung,54,0,74,0
20231115,Lymph_node,34,0,45,0
20231115,Lymph_vasculature,14,79,1,0
20231115,Main_Bronchus,15,0,19,0
20231115,Mammary_Gland,1,0,0,10
20231115,Muscular_System,165,217,1,0
20231115,Ovary,24,45,5,11
20231115,Palatine_Tonsil,11,10,13,4
20231115,Pancreas,28,2,28,2
20231115,Peripheral_nervous_system,95,792,1,0
20231115,Placenta,19,16,22,3
20231115,Prostate,15,1,18,2
20231115,Skeleton,174,898,1,0
20231115,Skin,15,0,34,1
20231115,Small_intestine,22,25,25,10
20231115,Spinal_Cord,86,0,8,0
20231115,Spleen,24,14,46,15
20231115,Thymus,18,0,50,0
20231115,Trachea,20,0,17,0
20231115,Ureter,10,1,4,11
20231115,Urinary_bladder,18,1,17,26
20231115,Uterus,24,36,0,18
20231122,Anatomical_Systems,37,0,0,0
20231122,Blood,1,0,29,0
20231122,Blood_vasculature,376,678,10,0
20231122,Bone-Marrow,1,0,46,1
20231122,Brain,171,19,164,461
20231122,Eye,38,3,49,7
20231122,Fallopian_tube,9,63,18,1
20231122,Heart,29,23,28,0
20231122,Kidney,56,5,67,3
20231122,Knee,6,0,2,9
20231122,Large_intestine,54,4,55,3
20231122,Liver,16,1,28,3
20231122,Lung,54,0,74,0
20231122,Lymph_node,34,0,45,0
20231122,Lymph_vasculature,14,79,1,0
20231122,Main_Bronchus,15,0,19,0
20231122,Mammary_Gland,1,0,0,10
20231122,Muscular_System,165,217,1,0
20231122,Ovary,24,45,5,11
20231122,Palatine_Tonsil,11,10,13,4
20231122,Pancreas,28,2,28,2
20231122,Peripheral_nervous_system,95,792,1,0
20231122,Placenta,19,16,22,3
20231122,Prostate,15,1,18,2
20231122,Skeleton,174,898,1,0
20231122,Skin,15,0,35,0
20231122,Small_intestine,22,25,25,10
20231122,Spinal_Cord,86,0,8,0
20231122,Spleen,24,14,46,15
20231122,Thymus,18,0,49,1
20231122,Trachea,20,0,17,0
20231122,Ureter,10,1,4,11
20231122,Urinary_bladder,18,1,17,26
20231122,Uterus,24,36,0,18
20231129,Anatomical_Systems,42,0,0,0
